Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional
39,Kent Bazemore,SF,32,LAL,39,14,545,4.0,12.2,.324,2.6,7.0,.363,1.4,5.2,.271,1.1,1.5,.765,1.1,4.9,6.1,3.0,2.2,0.8,1.8,6.2,11.6,,93,113,bazemke01
40,Darius Bazley,PF,21,OKC,69,53,1924,6.9,16.4,.422,2.0,6.8,.297,4.9,9.6,.511,3.0,4.3,.688,1.8,9.2,11.0,2.5,1.5,1.8,2.3,1.7,18.9,,101,111,bazleda01
41,Bradley Beal,SG,28,WAS,40,40,1439,12.0,26.5,.451,2.2,7.2,.300,9.8,19.3,.508,5.8,7.0,.833,1.3,5.2,6.5,9.1,1.2,0.5,4.6,3.3,31.9,,106,117,bealbr01
42,Malik Beasley,SG,25,MIN,79,18,1976,8.0,20.5,.391,5.8,15.3,.377,2.2,5.1,.432,1.2,1.4,.817,0.6,4.8,5.5,2.8,1.0,0.3,1.0,2.1,22.9,,111,116,beaslma01
43,Jordan Bell,C,27,CHI,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,24.4,0.0,24.4,0.0,24.4,0.0,0.0,48.8,0.0,,223,65,belljo01
44,DeAndre' Bembry,SF,27,TOT,56,20,1026,5.9,10.4,.561,0.7,1.7,.417,5.1,8.7,.589,1.0,1.7,.600,2.0,5.7,7.7,3.1,2.3,1.2,1.5,5.3,13.4,,119,112,bembrde01
44,DeAndre' Bembry,SF,27,BRK,48,20,949,6.2,10.9,.568,0.8,1.8,.417,5.4,9.0,.599,1.1,1.8,.600,1.9,5.8,7.8,3.1,2.4,1.3,1.5,5.3,14.2,,120,111,bembrde01
44,DeAndre' Bembry,SF,27,MIL,8,0,77,1.9,5.0,.375,0.0,0.0,,1.9,5.0,.375,0.0,0.0,,2.5,4.4,6.9,3.7,1.2,0.0,0.6,5.6,3.7,,115,115,bembrde01
45,Dāvis Bertāns,PF,29,TOT,56,0,806,6.1,17.0,.360,4.8,14.2,.335,1.4,2.8,.489,2.2,2.5,.900,0.7,6.5,7.2,1.9,1.0,0.7,1.2,5.2,19.2,,106,114,bertada01
45,Dāvis Bertāns,PF,29,WAS,34,0,501,5.9,16.9,.351,4.5,14.2,.319,1.4,2.7,.519,2.8,3.0,.933,0.6,5.4,6.0,1.6,1.1,0.6,1.4,5.4,19.2,,103,117,bertada01
45,Dāvis Bertāns,PF,29,DAL,22,0,306,6.4,17.1,.375,5.1,14.1,.360,1.3,3.0,.444,1.3,1.6,.800,1.0,8.2,9.2,2.5,1.0,1.0,0.8,4.9,19.2,,111,110,bertada01
46,Patrick Beverley,PG,33,MIN,58,54,1476,5.7,14.1,.406,2.7,7.8,.343,3.0,6.3,.485,3.1,4.3,.722,2.0,5.7,7.7,8.6,2.2,1.7,2.4,5.6,17.2,,119,111,beverpa01
47,Saddiq Bey,SF,22,DET,82,82,2704,8.1,20.5,.396,3.8,11.0,.346,4.3,9.5,.454,3.8,4.6,.827,1.9,6.0,8.0,4.2,1.3,0.3,1.7,2.3,23.8,,110,116,beysa01
48,Khem Birch,C,29,TOR,55,28,991,4.9,10.1,.485,0.0,0.7,.000,4.9,9.4,.522,2.7,3.6,.746,6.2,5.9,12.1,2.8,1.5,1.3,1.5,5.2,12.5,,124,111,birchkh01
49,Goga Bitadze,C,22,IND,50,16,729,8.8,16.9,.520,1.5,5.4,.288,7.3,11.6,.628,4.3,6.3,.681,5.3,6.6,11.9,3.7,1.4,2.8,3.1,7.2,23.4,,118,114,bitadgo01
50,Bismack Biyombo,C,29,PHO,36,3,506,8.2,13.8,.593,0.0,0.0,,8.2,13.8,.593,3.6,6.8,.535,6.0,9.9,15.9,2.2,1.1,2.5,2.4,6.7,20.0,,119,105,biyombi01
51,Nemanja Bjelica,C,33,GSW,71,0,1143,6.8,14.6,.468,2.3,6.4,.362,4.5,8.2,.549,2.5,3.5,.728,2.6,9.9,12.6,6.8,1.8,1.1,3.7,5.5,18.5,,111,105,bjeline01
52,Eric Bledsoe,PG,32,LAC,54,29,1361,7.1,16.8,.421,1.8,5.9,.313,5.3,11.0,.479,3.2,4.2,.761,1.0,5.5,6.6,8.1,2.5,0.7,4.2,3.1,19.2,,100,110,bledser01
53,Keljin Blevins,SF,26,POR,31,1,349,4.8,15.5,.306,2.9,10.1,.292,1.8,5.5,.333,0.8,1.5,.545,2.2,4.1,6.3,2.7,1.8,0.1,2.4,4.1,13.3,,86,119,blevike01
54,Bogdan Bogdanović,SG,29,ATL,63,27,1848,9.1,21.1,.431,4.5,12.2,.368,4.6,8.9,.516,2.6,3.1,.843,0.8,5.9,6.6,5.2,1.8,0.4,1.9,3.5,25.3,,114,116,bogdabo01
55,Bojan Bogdanović,PF,32,UTA,69,69,2131,9.8,21.5,.455,4.2,10.9,.387,5.6,10.7,.524,5.2,6.0,.858,1.3,5.5,6.9,2.8,0.8,0.0,2.7,2.7,28.9,,116,115,bogdabo02
56,Bol Bol,PF,22,DEN,14,0,81,9.1,16.4,.556,0.6,2.4,.250,8.5,13.9,.609,1.2,3.0,.400,2.4,9.7,12.1,3.0,0.6,1.2,2.4,2.4,20.0,,107,112,bolbo01
57,Leandro Bolmaro,SF,21,MIN,35,2,241,3.4,10.7,.315,1.0,3.6,.278,2.4,7.1,.333,2.2,2.6,.846,3.2,5.3,8.5,4.1,1.2,0.0,2.6,5.1,9.9,,96,115,bolmale01
58,Isaac Bonga,SF,22,TOR,15,0,69,2.2,9.4,.231,0.7,2.9,.250,1.4,6.5,.222,3.6,5.8,.625,2.9,2.2,5.1,2.9,5.8,1.4,1.4,7.2,8.7,,92,104,bongais01
59,Devin Booker,SG,25,PHO,68,68,2345,13.6,29.2,.466,3.8,9.8,.383,9.8,19.4,.508,6.5,7.4,.868,0.9,6.1,7.0,6.8,1.6,0.5,3.3,3.7,37.4,,113,109,bookede01
60,Brandon Boston Jr.,SG,20,LAC,51,0,760,8.1,21.0,.385,2.2,7.2,.306,5.9,13.8,.425,3.8,4.6,.819,1.1,6.1,7.2,3.3,1.7,0.8,2.0,2.8,22.1,,98,111,bostobr01
61,Chris Boucher,SF,29,TOR,80,9,1690,7.9,17.1,.464,2.0,6.8,.297,5.9,10.3,.575,4.4,5.7,.777,5.3,9.3,14.6,0.7,1.4,2.2,1.2,5.1,22.3,,124,108,bouchch01
62,James Bouknight,SG,21,CHO,31,0,304,7.7,22.3,.348,2.7,7.7,.347,5.1,14.5,.348,4.3,4.9,.871,3.5,4.7,8.2,4.1,1.1,0.2,2.4,4.6,22.4,,100,117,bouknja01
63,Avery Bradley,SG,31,LAL,62,45,1406,5.0,11.9,.423,2.8,7.2,.390,2.3,4.8,.471,0.5,0.6,.889,1.1,3.6,4.6,1.6,1.8,0.3,1.3,4.0,13.4,,106,116,bradlav01
64,Tony Bradley,C,24,CHI,55,7,549,6.4,10.9,.585,0.0,0.0,,6.4,10.9,.585,1.7,2.6,.655,6.0,10.6,16.5,2.4,0.9,2.9,3.0,5.5,14.5,,115,110,bradlto01
65,Ignas Brazdeikis,SF,23,ORL,42,1,536,7.3,17.0,.431,2.4,7.9,.310,4.9,9.1,.535,1.9,2.9,.656,2.1,4.4,6.5,3.3,0.9,0.3,1.5,4.3,19.0,,106,116,brazdig01
66,Mikal Bridges,SF,25,PHO,82,82,2854,7.7,14.5,.534,1.9,5.3,.369,5.8,9.2,.628,2.2,2.6,.834,1.2,4.6,5.9,3.1,1.6,0.6,1.1,2.5,19.6,,125,110,bridgmi01
67,Miles Bridges,PF,23,CHO,80,80,2837,10.1,20.5,.491,2.6,7.9,.331,7.5,12.7,.590,4.5,5.6,.802,1.5,7.9,9.5,5.1,1.3,1.1,2.5,3.3,27.3,,117,114,bridgmi02
68,Oshae Brissett,SF,23,IND,67,25,1564,6.5,15.8,.411,2.6,7.4,.350,3.9,8.4,.465,3.6,5.1,.695,3.4,7.8,11.2,2.3,1.4,0.9,1.7,3.6,19.2,,112,116,brissos01
69,Malcolm Brogdon,PG,29,IND,36,36,1206,9.9,22.1,.448,2.4,7.6,.312,7.5,14.5,.518,5.8,6.8,.856,1.3,6.2,7.5,8.6,1.2,0.6,3.1,2.9,27.9,,116,118,brogdma01
70,Armoni Brooks,SG-PG,23,TOT,54,11,844,5.6,16.4,.339,4.2,14.2,.297,1.4,2.3,.600,1.0,1.2,.857,1.1,4.7,5.9,3.5,1.6,0.6,1.5,4.2,16.4,,101,117,brookar01
70,Armoni Brooks,SG,23,HOU,41,8,690,6.0,17.3,.347,4.4,14.7,.300,1.6,2.6,.605,1.1,1.3,.842,0.8,4.8,5.6,3.4,1.4,0.6,1.6,4.1,17.5,,100,118,brookar01
70,Armoni Brooks,PG,23,TOR,13,3,154,3.6,12.3,.289,3.2,11.7,.278,0.3,0.6,.500,0.6,0.6,1.000,2.6,4.5,7.1,4.2,2.3,1.0,1.3,4.5,11.0,,107,111,brookar01
71,Dillon Brooks,SF,26,MEM,32,31,885,12.3,28.4,.432,2.5,8.1,.309,9.8,20.4,.480,4.9,5.7,.849,1.6,3.9,5.5,4.8,1.9,0.4,2.7,5.7,31.9,,108,112,brookdi01
72,Bruce Brown,SF,25,BRK,72,45,1774,7.0,13.8,.506,1.0,2.6,.404,6.0,11.3,.529,2.7,3.5,.758,2.7,6.7,9.4,4.0,2.1,1.4,1.5,4.8,17.7,,121,111,brownbr01
73,Charlie Brown Jr.,SG,24,TOT,22,2,178,2.8,11.0,.256,0.3,3.4,.083,2.5,7.6,.333,2.5,2.8,.900,3.9,5.1,9.0,1.7,2.8,1.1,1.4,5.1,8.5,,88,109,brownch02
73,Charlie Brown Jr.,SG,24,DAL,3,0,15,3.4,16.8,.200,0.0,10.1,.000,3.4,6.7,.500,0.0,0.0,,0.0,3.4,3.4,3.4,6.7,3.4,0.0,6.7,6.7,,56,96,brownch02
73,Charlie Brown Jr.,SG,24,PHI,19,2,162,2.8,10.5,.265,0.3,2.8,.111,2.5,7.7,.320,2.8,3.1,.900,4.3,5.2,9.5,1.5,2.5,0.9,1.5,4.9,8.6,,92,110,brownch02
74,Chaundee Brown Jr.,SG-SF,23,TOT,5,2,104,4.7,15.0,.313,2.8,8.5,.333,1.9,6.6,.286,2.4,2.8,.833,0.5,7.1,7.5,1.9,0.9,0.0,0.5,3.3,14.6,,98,117,brownch05
74,Chaundee Brown Jr.,SF,23,LAL,2,0,21,2.3,16.0,.143,0.0,6.8,.000,2.3,9.1,.250,0.0,0.0,,0.0,4.6,4.6,0.0,0.0,0.0,2.3,0.0,4.6,,27,120,brownch05
74,Chaundee Brown Jr.,SG,23,ATL,3,2,83,5.3,14.8,.360,3.6,8.9,.400,1.8,5.9,.300,3.0,3.6,.833,0.6,7.7,8.3,2.4,1.2,0.0,0.0,4.1,17.2,,118,116,brownch05
75,Greg Brown III,SF,20,POR,48,6,640,6.2,14.5,.426,1.5,4.7,.311,4.7,9.8,.481,3.4,5.0,.677,2.9,7.4,10.3,2.7,2.0,1.8,2.7,6.9,17.2,,102,114,browngr01
76,Jaylen Brown,SF,25,BOS,66,66,2220,12.9,27.2,.473,3.7,10.4,.358,9.2,16.9,.544,5.4,7.1,.758,1.2,7.9,9.0,5.2,1.6,0.4,4.0,3.6,34.9,,109,108,brownja02
77,Moses Brown,C,22,TOT,40,6,344,9.3,15.7,.593,0.0,0.0,,9.3,15.7,.593,6.2,10.5,.597,5.7,13.9,19.6,0.1,1.0,2.3,2.9,7.7,24.8,,115,105,brownmo01
77,Moses Brown,C,22,DAL,26,1,169,8.0,14.9,.540,0.0,0.0,,8.0,14.9,.540,8.0,12.8,.628,4.8,13.4,18.2,0.3,0.9,2.7,4.2,8.3,24.1,,106,105,brownmo01
77,Moses Brown,C,22,CLE,14,5,176,10.5,16.5,.638,0.0,0.0,,10.5,16.5,.638,4.5,8.2,.552,6.5,14.5,21.0,0.0,1.1,2.0,1.7,7.1,25.5,,126,105,brownmo01
78,Sterling Brown,SG,26,DAL,49,3,628,4.7,12.4,.381,2.2,7.4,.304,2.5,5.0,.492,1.1,1.2,.933,2.1,9.9,11.9,2.7,1.1,0.6,1.8,4.5,12.8,,102,109,brownst02
79,Troy Brown Jr.,SF,22,CHI,66,7,1055,5.0,11.9,.419,2.2,6.2,.353,2.8,5.8,.488,0.9,1.2,.769,1.8,7.6,9.4,3.1,1.7,0.2,1.2,2.9,13.1,,110,114,browntr01
80,Jalen Brunson,SG,25,DAL,79,61,2524,10.1,20.1,.502,1.9,5.0,.373,8.2,15.1,.545,3.6,4.2,.840,0.9,5.3,6.2,7.5,1.3,0.1,2.5,3.0,25.6,,118,112,brunsja01
81,Thomas Bryant,C,24,WAS,27,9,439,8.7,16.7,.520,1.4,4.7,.286,7.3,11.9,.613,3.9,4.5,.875,2.9,9.2,12.2,2.6,0.7,2.4,2.1,4.8,22.6,,118,113,bryanth01
82,Shaq Buchanan,SG,25,MEM,2,0,10,4.8,19.1,.250,0.0,9.6,.000,4.8,9.6,.500,0.0,0.0,,4.8,4.8,9.6,9.6,4.8,0.0,9.6,4.8,9.6,,61,106,buchash01
83,Reggie Bullock,SF,30,DAL,68,37,1902,5.3,13.3,.401,3.7,10.4,.360,1.6,2.9,.550,1.1,1.3,.833,0.9,5.5,6.4,2.2,1.1,0.4,1.1,2.9,15.4,,111,112,bullore01
84,Trey Burke,PG,29,DAL,42,0,441,9.6,24.5,.391,3.0,9.4,.317,6.6,15.2,.436,2.3,2.6,.870,0.5,3.3,3.8,6.5,1.4,0.0,3.0,4.5,24.4,,97,113,burketr01
85,Alec Burks,SG,30,NYK,81,44,2318,6.2,15.7,.391,3.4,8.4,.404,2.8,7.3,.378,4.7,5.7,.822,1.0,7.6,8.6,5.2,1.8,0.6,2.0,4.6,20.4,,117,110,burksal01
86,Jared Butler,SG,21,UTA,42,1,360,8.4,20.7,.404,3.8,12.1,.318,4.5,8.6,.524,1.5,2.2,.688,0.7,5.5,6.2,8.6,2.3,1.1,4.5,6.5,22.1,,102,109,butleja02
87,Jimmy Butler,SF,32,MIA,57,57,1931,10.3,21.5,.480,0.7,3.0,.233,9.6,18.5,.520,10.3,11.8,.870,2.6,6.1,8.7,8.1,2.4,0.7,3.1,2.3,31.6,,124,108,butleji01
88,Devontae Cacok,PF,25,SAS,15,0,121,8.3,12.3,.677,0.0,0.0,,8.3,12.3,.677,1.6,2.8,.571,3.2,13.5,16.7,2.4,3.2,2.8,1.2,6.3,18.2,,132,102,cacokde01
89,Kentavious Caldwell-Pope,SG,28,WAS,77,77,2329,7.7,17.6,.435,3.4,8.7,.390,4.3,8.9,.480,2.9,3.3,.890,0.9,4.7,5.5,3.1,1.8,0.6,2.1,3.0,21.6,,109,116,caldwke01
90,Facundo Campazzo,PG,30,DEN,65,4,1184,4.4,12.3,.361,2.4,8.0,.301,2.0,4.3,.476,2.5,3.2,.769,1.0,3.9,4.8,9.1,2.6,1.0,2.8,5.1,13.8,,109,111,campafa01
91,Vlatko Čančar,PF,24,DEN,15,1,176,6.4,11.4,.561,2.0,3.3,.583,4.5,8.1,.552,2.5,3.9,.643,2.2,6.4,8.6,4.7,0.6,0.8,2.5,5.0,17.3,,122,115,cancavl01
92,Devin Cannady,PG,25,ORL,5,0,145,5.0,14.7,.341,5.0,12.3,.405,0.0,2.3,.000,1.7,2.3,.714,0.3,1.7,2.0,3.3,1.7,1.0,1.7,3.0,16.7,,103,115,cannade01
93,Clint Capela,C,27,ATL,74,73,2042,8.9,14.5,.613,0.0,0.0,.000,8.9,14.5,.614,1.9,4.1,.473,6.7,14.4,21.1,2.2,1.3,2.2,1.1,4.0,19.7,,132,109,capelca01
94,Vernon Carey Jr.,C,20,TOT,7,1,44,7.8,14.4,.538,0.0,0.0,,7.8,14.4,.538,6.7,14.4,.462,8.9,4.4,13.3,0.0,2.2,1.1,3.3,4.4,22.2,,108,114,careyve01
94,Vernon Carey Jr.,C,20,CHO,4,1,17,8.5,16.9,.500,0.0,0.0,,8.5,16.9,.500,5.6,8.5,.667,8.5,5.6,14.1,0.0,2.8,0.0,2.8,2.8,22.6,,113,113,careyve01
94,Vernon Carey Jr.,C,20,WAS,3,0,27,7.3,12.8,.571,0.0,0.0,,7.3,12.8,.571,7.3,18.3,.400,9.2,3.7,12.8,0.0,1.8,1.8,3.7,5.5,22.0,,105,114,careyve01
95,Jevon Carter,PG,26,TOT,66,3,905,5.2,13.5,.387,3.5,9.1,.388,1.7,4.4,.386,0.8,1.0,.833,0.7,5.1,5.9,5.1,1.3,0.7,1.8,3.6,14.8,,110,114,carteje01
