,Unnamed: 0,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,Team Performance
749,127,Dan Gadzuric,C,28,MIL,54,8,15.6,2.0,4.2,0.474,0.0,0.0,0.0,2.0,4.2,0.476,0.474,0.8,1.7,0.467,1.7,2.8,4.6,0.5,0.4,0.6,0.9,2.6,4.8,2006-2007,bottom
750,314,Ramon Sessions,PG,21,MIL,17,7,26.5,3.0,6.9,0.436,0.2,0.4,0.429,2.8,6.5,0.436,0.449,1.9,2.4,0.78,0.5,2.9,3.4,7.5,1.0,0.2,2.1,1.5,8.1,2007-2008,Average
751,347,Charlie Villanueva,PF,23,MIL,76,31,24.1,4.7,10.7,0.435,0.7,2.4,0.297,3.9,8.3,0.475,0.469,1.6,2.1,0.783,1.9,4.2,6.1,1.0,0.4,0.5,1.4,2.3,11.7,2007-2008,Average
752,286,Michael Redd,SG,29,MIL,33,32,36.5,7.5,16.6,0.455,2.1,5.8,0.366,5.4,10.8,0.503,0.519,4.0,4.9,0.814,0.7,2.5,3.2,2.7,1.1,0.1,1.6,1.4,21.2,2008-2009,Average
753,42,Andrew Bogut,C,24,MIL,36,33,31.2,5.1,8.8,0.577,0.0,0.0,,5.1,8.8,0.577,0.577,1.6,2.7,0.571,3.3,7.0,10.3,2.0,0.6,1.0,2.4,3.6,11.7,2008-2009,Average
754,292,Michael Redd,SG,30,MIL,18,12,27.3,4.2,11.8,0.352,1.0,3.3,0.3,3.2,8.5,0.373,0.394,2.6,3.7,0.712,0.6,2.4,3.0,2.2,1.1,0.1,0.8,1.3,11.9,2009-2010,Average
755,188,Ersan İlyasova,PF,22,MIL,81,31,23.4,4.0,9.0,0.443,1.0,3.0,0.336,3.0,6.0,0.496,0.499,1.4,2.0,0.715,1.9,4.4,6.4,1.0,0.7,0.3,0.9,3.1,10.4,2009-2010,Average
756,84,Carlos Delfino,SF,28,MIL,49,40,32.4,4.1,10.5,0.39,2.1,5.8,0.37,1.9,4.7,0.415,0.492,1.2,1.5,0.8,0.5,3.6,4.1,2.3,1.6,0.2,1.2,1.5,11.5,2010-2011,Average
757,179,Ersan İlyasova,PF,23,MIL,60,34,25.1,3.7,8.5,0.436,0.6,2.0,0.298,3.1,6.4,0.479,0.471,1.6,1.7,0.894,1.8,4.3,6.1,0.9,0.9,0.4,1.1,2.7,9.5,2010-2011,Average
758,50,Andrew Bogut,C,27,MIL,12,12,30.3,5.1,11.3,0.449,0.0,0.1,0.0,5.1,11.3,0.452,0.449,1.2,1.9,0.609,1.8,6.5,8.3,2.6,1.0,2.0,2.0,3.0,11.3,2011-2012,Average
759,118,Mike Dunleavy,SF,31,MIL,55,3,26.3,4.3,9.2,0.474,1.5,3.8,0.399,2.8,5.4,0.527,0.557,2.1,2.6,0.811,0.5,3.2,3.7,2.1,0.5,0.1,1.1,1.6,12.3,2011-2012,Average
760,104,Mike Dunleavy,SF,32,MIL,75,3,25.9,3.7,8.3,0.442,1.7,4.0,0.428,2.0,4.3,0.455,0.545,1.4,1.7,0.82,0.4,3.5,3.9,1.9,0.5,0.5,1.2,1.8,10.5,2012-2013,Average
761,87,Marquis Daniels,SF,32,MIL,59,33,18.4,2.2,5.9,0.376,0.3,1.2,0.278,1.9,4.7,0.401,0.405,0.7,0.9,0.741,0.8,1.7,2.5,1.1,0.9,0.2,0.8,1.3,5.5,2012-2013,Average
762,167,John Henson,PF,23,MIL,70,23,26.5,4.9,9.1,0.538,0.0,0.0,0.0,4.9,9.1,0.539,0.538,1.3,2.5,0.514,2.4,4.7,7.1,1.6,0.6,1.7,1.6,2.6,11.1,2013-2014,bottom
763,252,O.J. Mayo,SG,26,MIL,52,23,25.9,4.3,10.6,0.407,1.6,4.4,0.37,2.7,6.2,0.433,0.484,1.5,1.7,0.864,0.5,1.9,2.4,2.2,0.5,0.3,1.8,2.1,11.7,2013-2014,bottom
764,314,Jabari Parker,PF,19,MIL,25,25,29.5,5.2,10.5,0.49,0.2,0.6,0.25,5.0,9.9,0.506,0.498,1.8,2.6,0.697,2.0,3.5,5.5,1.7,1.2,0.2,1.9,1.7,12.3,2014-2015,Average
765,268,O.J. Mayo,SG,27,MIL,71,15,23.9,4.2,9.9,0.422,1.4,3.9,0.357,2.8,6.0,0.465,0.493,1.6,2.0,0.827,0.4,2.2,2.6,2.8,0.8,0.3,1.8,2.3,11.4,2014-2015,Average
766,77,Michael Carter-Williams,PG,24,MIL,54,37,30.5,4.6,10.3,0.452,0.3,1.0,0.273,4.4,9.3,0.472,0.466,2.0,3.0,0.654,0.9,4.2,5.1,5.2,1.5,0.8,2.8,3.0,11.5,2015-2016,Average
767,36,Jerryd Bayless,SG,27,MIL,52,18,28.9,3.6,8.4,0.423,1.9,4.4,0.437,1.6,4.0,0.408,0.539,1.3,1.7,0.778,0.4,2.3,2.7,3.1,0.9,0.2,1.4,2.1,10.4,2015-2016,Average
768,268,Khris Middleton,SF,25,MIL,29,23,30.7,5.2,11.5,0.45,1.6,3.6,0.433,3.6,7.9,0.459,0.518,2.8,3.2,0.88,0.4,3.9,4.2,3.4,1.4,0.2,2.2,2.7,14.7,2016-2017,Average
769,50,Malcolm Brogdon,SG,24,MIL,75,28,26.4,3.9,8.5,0.457,1.0,2.6,0.404,2.8,5.9,0.48,0.518,1.5,1.7,0.865,0.6,2.2,2.8,4.2,1.1,0.2,1.5,1.9,10.2,2016-2017,Average
770,56,Malcolm Brogdon,PG,25,MIL,48,20,29.9,5.1,10.5,0.485,1.3,3.4,0.385,3.8,7.1,0.532,0.547,1.6,1.8,0.882,0.5,2.8,3.3,3.2,0.9,0.3,1.4,2.7,13.0,2017-2018,Average
771,345,Jabari Parker,PF,22,MIL,31,3,24.0,5.2,10.7,0.482,1.0,2.6,0.383,4.2,8.1,0.514,0.529,1.3,1.7,0.741,1.4,3.5,4.9,1.9,0.8,0.3,1.5,1.6,12.6,2017-2018,Average
772,97,Pat Connaughton,SG,26,MIL,61,2,20.7,2.7,5.7,0.466,1.1,3.3,0.33,1.6,2.5,0.647,0.56,0.5,0.7,0.725,1.0,3.2,4.2,2.0,0.5,0.4,0.5,1.3,6.9,2018-2019,top
773,209,Ersan İlyasova,PF,31,MIL,67,7,18.4,2.5,5.7,0.438,0.9,2.4,0.363,1.6,3.3,0.493,0.514,0.9,1.1,0.824,1.4,3.1,4.5,0.8,0.5,0.3,0.7,2.6,6.8,2018-2019,top
774,110,Donte DiVincenzo,SG,23,MIL,66,24,23.0,3.5,7.7,0.455,1.3,3.7,0.336,2.3,4.0,0.567,0.536,1.0,1.3,0.733,1.0,3.8,4.8,2.3,1.3,0.3,1.4,1.7,9.2,2019-2020,top
775,186,George Hill,PG,33,MIL,59,2,21.5,3.3,6.4,0.516,1.4,3.0,0.46,1.9,3.4,0.565,0.624,1.4,1.7,0.842,0.8,2.2,3.0,3.1,0.8,0.1,1.0,1.4,9.4,2019-2020,top
776,67,Elijah Bryant,SG,25,MIL,1,0,32.0,6.0,13.0,0.462,1.0,5.0,0.2,5.0,8.0,0.625,0.5,3.0,3.0,1.0,2.0,4.0,6.0,3.0,0.0,1.0,4.0,4.0,16.0,2020-2021,Average
777,93,Pat Connaughton,SG,28,MIL,69,4,22.8,2.4,5.6,0.434,1.5,3.9,0.371,1.0,1.7,0.583,0.565,0.4,0.6,0.775,0.9,3.9,4.8,1.2,0.7,0.3,0.5,1.4,6.8,2020-2021,Average
778,100,Pat Connaughton,SF,29,MIL,65,19,26.0,3.5,7.6,0.458,2.2,5.7,0.395,1.2,1.9,0.643,0.605,0.7,0.8,0.833,0.7,3.5,4.2,1.3,0.9,0.2,0.5,1.3,9.9,2021-2022,Average
779,202,George Hill,PG,35,MIL,54,17,23.2,2.2,5.1,0.429,0.8,2.5,0.306,1.4,2.6,0.546,0.504,1.1,1.1,0.919,0.7,2.2,2.9,2.2,0.8,0.1,0.8,1.3,6.2,2021-2022,Average
780,336,Bobby Portis,PF,27,MIL,70,22,26.0,5.7,11.5,0.496,1.4,3.7,0.37,4.3,7.8,0.555,0.555,1.4,1.8,0.768,2.2,7.4,9.6,1.5,0.4,0.2,1.2,1.6,14.1,2022-2023,top
781,286,Khris Middleton,SF,31,MIL,33,19,24.3,5.4,12.3,0.436,1.5,4.9,0.315,3.8,7.4,0.516,0.499,2.8,3.1,0.902,0.8,3.4,4.2,4.9,0.7,0.2,2.2,2.1,15.1,2022-2023,top
782,289,Anthony Peeler,SG,30,MIN,82,22,25.3,3.9,8.8,0.436,1.0,3.1,0.333,2.8,5.7,0.491,0.494,1.1,1.3,0.798,0.7,2.1,2.8,2.4,0.8,0.1,1.0,2.1,9.8,1999-2000,Average
783,339,Joe Smith,C,24,MIN,78,9,25.3,3.7,8.0,0.464,0.0,0.0,1.0,3.7,8.0,0.463,0.465,2.5,3.3,0.756,2.4,3.8,6.2,1.1,0.6,1.1,1.5,3.9,9.9,1999-2000,Average
784,104,LaPhonso Ellis,PF,30,MIN,82,5,23.8,3.6,7.8,0.464,0.1,0.3,0.318,3.5,7.6,0.469,0.47,2.1,2.6,0.79,2.4,3.6,6.0,1.1,0.8,0.9,1.3,3.5,9.4,2000-2001,Average
785,30,Chauncey Billups,SG,24,MIN,77,33,23.2,3.2,7.6,0.422,0.9,2.5,0.376,2.3,5.1,0.445,0.485,1.9,2.2,0.842,0.4,1.6,2.1,3.4,0.7,0.1,1.4,2.3,9.3,2000-2001,Average
786,45,Terrell Brandon,PG,31,MIN,32,28,30.1,4.8,11.4,0.425,0.1,0.7,0.174,4.7,10.7,0.442,0.43,2.6,2.6,0.988,0.5,2.4,2.9,8.3,1.6,0.2,1.3,1.5,12.4,2001-2002,Average
787,294,Anthony Peeler,SG,32,MIN,82,0,25.1,3.5,8.3,0.421,1.4,3.5,0.392,2.2,4.9,0.441,0.502,0.6,0.7,0.862,0.5,2.1,2.5,2.2,0.7,0.1,0.9,1.7,9.0,2001-2002,Average
788,278,Anthony Peeler,SG,33,MIN,82,39,27.4,3.1,7.4,0.414,1.1,2.6,0.41,2.0,4.8,0.416,0.485,0.5,0.6,0.78,0.5,2.5,2.9,3.0,0.9,0.2,1.0,2.0,7.7,2002-2003,top
789,127,Kendall Gill,SG,34,MIN,82,34,25.2,3.5,8.3,0.422,0.2,0.7,0.322,3.3,7.5,0.432,0.436,1.5,2.0,0.764,0.6,2.4,3.0,1.9,1.0,0.2,1.3,2.1,8.7,2002-2003,top
790,155,Fred Hoiberg,SG,31,MIN,79,3,22.8,2.3,4.8,0.465,1.0,2.2,0.442,1.3,2.7,0.483,0.564,1.2,1.5,0.845,0.3,3.1,3.4,1.4,0.8,0.1,0.6,1.7,6.7,2003-2004,top
791,328,Wally Szczerbiak,SF,26,MIN,28,0,22.2,3.8,8.4,0.449,0.7,1.6,0.435,3.1,6.8,0.453,0.492,1.9,2.3,0.828,0.9,2.3,3.1,1.2,0.4,0.0,1.0,1.5,10.2,2003-2004,top
792,357,Wally Szczerbiak,SF,27,MIN,81,37,31.6,5.7,11.3,0.506,0.8,2.1,0.373,5.0,9.3,0.536,0.54,3.2,3.8,0.855,1.0,2.7,3.7,2.4,0.5,0.2,1.6,2.2,15.5,2004-2005,Average
793,103,Ndudi Ebi,SG,20,MIN,2,0,27.0,5.5,10.5,0.524,0.0,0.5,0.0,5.5,10.0,0.55,0.524,2.5,4.5,0.556,3.0,5.0,8.0,0.5,0.5,0.5,1.5,3.5,13.5,2004-2005,Average
794,166,Troy Hudson,PG,29,MIN,36,0,22.2,3.5,9.3,0.381,1.1,2.8,0.396,2.4,6.4,0.375,0.441,1.3,1.4,0.923,0.2,1.0,1.2,2.9,0.3,0.1,1.1,1.5,9.5,2005-2006,Average
795,139,Eddie Griffin,C,23,MIN,70,27,19.4,1.9,5.3,0.351,0.2,1.2,0.195,1.6,4.1,0.396,0.373,0.6,1.1,0.595,1.5,4.0,5.6,0.6,0.2,2.1,0.6,1.8,4.6,2005-2006,Average
796,122,Randy Foye,PG,23,MIN,82,12,22.9,3.7,8.4,0.434,0.8,2.3,0.368,2.8,6.2,0.458,0.483,2.0,2.3,0.854,0.6,2.1,2.7,2.8,0.6,0.3,1.9,2.2,10.1,2006-2007,Average
797,195,Marko Jarić,SG,28,MIN,70,13,22.2,1.9,4.6,0.418,0.5,1.2,0.376,1.5,3.4,0.433,0.468,1.0,1.3,0.761,0.8,1.9,2.6,2.1,1.1,0.2,1.3,2.5,5.3,2006-2007,Average
798,116,Randy Foye,PG,24,MIN,39,31,32.3,5.1,11.8,0.429,1.6,3.8,0.412,3.5,8.1,0.436,0.495,1.4,1.7,0.815,0.3,2.9,3.3,4.2,0.9,0.1,2.0,2.6,13.1,2007-2008,bottom
799,224,Rashad McCants,SG,23,MIN,75,24,26.9,5.7,12.6,0.453,1.9,4.7,0.407,3.8,7.9,0.481,0.529,1.5,2.1,0.748,0.7,2.1,2.7,2.2,0.9,0.2,2.3,3.1,14.9,2007-2008,bottom
800,213,Kevin Love,C,20,MIN,81,37,25.3,3.9,8.5,0.459,0.0,0.2,0.105,3.9,8.3,0.469,0.461,3.3,4.1,0.789,3.4,5.7,9.1,1.0,0.4,0.6,1.5,2.5,11.1,2008-2009,Average
801,50,Corey Brewer,SF,22,MIN,15,8,20.5,2.5,6.0,0.411,0.3,0.8,0.417,2.1,5.2,0.41,0.439,0.9,1.3,0.737,1.2,2.1,3.3,1.7,1.0,0.2,0.9,2.5,6.2,2008-2009,Average
802,222,Kevin Love,PF,21,MIN,60,22,28.6,4.9,10.8,0.45,0.6,1.8,0.33,4.3,9.0,0.474,0.478,3.8,4.6,0.815,3.8,7.2,11.0,2.3,0.7,0.4,2.0,2.3,14.0,2009-2010,bottom
803,306,Ramon Sessions,PG,23,MIN,82,1,21.1,3.1,6.8,0.456,0.0,0.2,0.067,3.1,6.6,0.467,0.457,2.0,2.8,0.717,0.7,1.9,2.6,3.1,0.7,0.1,1.7,1.7,8.2,2009-2010,bottom
804,348,Martell Webster,SF,24,MIN,46,1,23.8,3.3,7.4,0.447,1.2,2.9,0.417,2.1,4.5,0.466,0.528,2.0,2.7,0.77,0.8,2.4,3.2,1.2,0.6,0.2,1.3,2.2,9.8,2010-2011,bottom
805,327,Anthony Tolliver,SF,25,MIN,65,4,21.0,2.2,4.8,0.45,0.7,1.8,0.409,1.4,3.0,0.475,0.526,1.6,2.0,0.802,1.4,3.1,4.5,1.3,0.4,0.4,0.8,2.2,6.7,2010-2011,bottom
806,349,Ricky Rubio,PG,21,MIN,41,31,34.2,3.4,9.5,0.357,0.8,2.3,0.34,2.6,7.2,0.363,0.398,3.1,3.8,0.803,0.5,3.7,4.2,8.2,2.2,0.2,3.2,2.4,10.6,2011-2012,Average
807,326,Nikola Peković,C,26,MIN,47,35,26.9,5.4,9.7,0.564,0.0,0.0,,5.4,9.7,0.564,0.564,3.0,4.0,0.743,3.9,3.5,7.4,0.7,0.6,0.7,1.9,2.1,13.9,2011-2012,Average
808,239,Kevin Love,PF,24,MIN,18,18,34.3,5.8,16.6,0.352,1.1,5.1,0.217,4.7,11.4,0.413,0.386,5.6,7.9,0.704,3.6,10.4,14.0,2.3,0.7,0.5,2.2,1.9,18.3,2012-2013,Average
809,82,Dante Cunningham,PF,25,MIN,80,9,25.1,3.9,8.4,0.468,0.0,0.1,0.0,3.9,8.3,0.472,0.468,0.8,1.3,0.65,1.8,3.3,5.1,0.8,1.1,0.5,0.7,1.9,8.7,2012-2013,Average
810,90,Dante Cunningham,PF,26,MIN,81,7,20.2,2.9,6.3,0.464,0.0,0.1,0.0,2.9,6.2,0.468,0.464,0.5,0.8,0.567,1.4,2.7,4.1,1.0,0.8,0.7,0.5,1.8,6.3,2013-2014,Average
811,376,Ronny Turiaf,C,31,MIN,31,10,19.5,2.1,3.5,0.598,0.0,0.0,,2.1,3.5,0.598,0.598,0.7,1.6,0.42,1.8,3.8,5.6,0.8,0.3,1.6,0.8,2.1,4.8,2013-2014,Average
812,265,Kevin Martin,SG,31,MIN,39,36,33.4,6.8,16.0,0.427,1.9,4.9,0.393,4.9,11.1,0.442,0.487,4.4,4.9,0.881,0.5,3.2,3.6,2.3,0.8,0.0,1.9,1.9,20.0,2014-2015,bottom
813,337,Ricky Rubio,PG,24,MIN,22,22,31.5,3.5,10.0,0.356,0.6,2.3,0.255,3.0,7.6,0.387,0.386,2.6,3.2,0.803,0.9,4.8,5.7,8.8,1.7,0.0,2.9,2.7,10.3,2014-2015,bottom
814,231,Zach LaVine,SG,20,MIN,82,33,28.0,5.3,11.7,0.452,1.5,3.9,0.389,3.8,7.8,0.482,0.516,2.0,2.5,0.793,0.3,2.5,2.8,3.1,0.8,0.2,1.9,2.4,14.0,2015-2016,Average
815,110,Gorgui Dieng,C,26,MIN,82,39,27.1,3.8,7.1,0.532,0.1,0.2,0.3,3.7,6.8,0.54,0.537,2.5,3.0,0.827,1.9,5.2,7.1,1.7,1.1,1.2,1.7,2.7,10.1,2015-2016,Average
816,346,Brandon Rush,SG,31,MIN,47,33,21.9,1.5,4.0,0.374,0.9,2.4,0.386,0.6,1.6,0.356,0.492,0.3,0.4,0.722,0.3,1.8,2.1,1.0,0.5,0.5,0.6,0.9,4.2,2016-2017,Average
817,282,Shabazz Muhammad,SF,24,MIN,78,1,19.4,3.7,7.7,0.482,0.6,1.9,0.338,3.1,5.8,0.528,0.523,1.9,2.4,0.774,1.1,1.7,2.8,0.4,0.3,0.1,0.7,1.1,9.9,2016-2017,Average
818,104,Jamal Crawford,SG,37,MIN,80,0,20.7,3.9,9.3,0.415,1.3,3.9,0.331,2.6,5.4,0.477,0.485,1.3,1.4,0.903,0.3,1.0,1.2,2.3,0.5,0.1,1.2,1.1,10.3,2017-2018,Average
819,45,Nemanja Bjelica,PF,29,MIN,67,21,20.5,2.6,5.5,0.461,1.1,2.7,0.415,1.4,2.8,0.505,0.563,0.5,0.7,0.8,0.8,3.3,4.1,1.3,0.7,0.2,0.8,2.1,6.8,2017-2018,Average
820,361,Derrick Rose,PG,30,MIN,51,13,27.3,7.1,14.8,0.482,1.1,2.9,0.37,6.1,11.9,0.509,0.518,2.7,3.1,0.856,0.6,2.1,2.7,4.3,0.6,0.2,1.6,1.1,18.0,2018-2019,Average
821,233,Tyus Jones,PG,22,MIN,68,23,22.9,2.7,6.6,0.415,0.6,1.9,0.317,2.1,4.7,0.453,0.46,0.9,1.0,0.841,0.3,1.6,2.0,4.8,1.2,0.1,0.7,1.1,6.9,2018-2019,Average
822,424,Karl-Anthony Towns,C,24,MIN,35,35,33.9,9.0,17.8,0.508,3.3,7.9,0.412,5.8,9.9,0.586,0.6,5.1,6.5,0.796,2.7,8.1,10.8,4.4,0.9,1.2,3.1,3.3,26.5,2019-2020,bottom
823,335,Josh Okogie,SG,21,MIN,62,28,25.0,2.7,6.4,0.427,0.7,2.5,0.266,2.1,3.9,0.529,0.479,2.5,3.1,0.796,1.4,2.9,4.3,1.6,1.1,0.4,1.4,2.2,8.6,2019-2020,bottom
824,34,Malik Beasley,SG,24,MIN,37,36,32.8,7.1,16.2,0.44,3.5,8.7,0.399,3.7,7.5,0.487,0.547,1.8,2.2,0.85,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6,2020-2021,Average
825,378,D'Angelo Russell,PG,24,MIN,42,26,28.5,6.7,15.5,0.431,2.9,7.4,0.387,3.8,8.1,0.471,0.523,2.7,3.5,0.765,0.4,2.3,2.6,5.8,1.1,0.4,2.7,1.6,19.0,2020-2021,Average
826,301,Jaden McDaniels,PF,21,MIN,70,31,25.8,3.6,7.9,0.46,1.1,3.6,0.317,2.5,4.3,0.579,0.532,0.8,1.0,0.803,1.1,3.1,4.2,1.1,0.7,0.8,1.1,3.2,9.2,2021-2022,Average
827,37,Malik Beasley,SG,25,MIN,79,18,25.0,4.2,10.8,0.391,3.0,8.1,0.377,1.2,2.7,0.432,0.532,0.6,0.8,0.817,0.3,2.5,2.9,1.5,0.5,0.2,0.5,1.1,12.1,2021-2022,Average
828,411,Karl-Anthony Towns,PF,27,MIN,29,29,33.0,7.3,14.8,0.495,2.1,5.7,0.366,5.2,9.1,0.576,0.565,4.1,4.7,0.874,1.7,6.5,8.1,4.8,0.7,0.6,3.0,3.8,20.8,2022-2023,Average
829,343,Taurean Prince,PF,28,MIN,54,4,22.1,3.3,7.0,0.467,1.4,3.6,0.381,1.9,3.4,0.557,0.565,1.2,1.4,0.844,0.3,2.2,2.4,1.6,0.5,0.3,1.3,2.3,9.1,2022-2023,Average
830,116,Jamie Feick,C,25,NJN,81,17,27.7,2.2,5.2,0.428,0.0,0.0,1.0,2.2,5.2,0.424,0.431,1.2,1.6,0.707,3.3,6.1,9.3,0.8,0.5,0.5,0.7,2.5,5.7,1999-2000,Average
831,268,Johnny Newman,SF,36,NJN,82,9,21.5,3.4,7.6,0.446,0.9,2.3,0.379,2.5,5.3,0.476,0.504,2.3,2.8,0.838,0.5,1.4,1.9,0.8,0.6,0.1,1.1,2.5,10.0,1999-2000,Average
832,129,Kendall Gill,SG,32,NJN,31,26,28.8,3.5,10.4,0.331,0.1,0.5,0.286,3.3,10.0,0.333,0.337,2.1,2.9,0.722,1.0,3.2,4.2,2.8,1.5,0.2,1.5,2.1,9.1,2000-2001,Average
833,381,Aaron Williams,PF,29,NJN,82,25,28.5,3.6,7.9,0.457,0.0,0.0,0.0,3.6,7.9,0.458,0.457,3.0,3.8,0.787,2.6,4.6,7.2,1.1,0.7,1.4,1.6,3.9,10.2,2000-2001,Average
834,189,Richard Jefferson,SF,21,NJN,79,9,24.3,3.4,7.5,0.457,0.2,0.7,0.232,3.3,6.8,0.48,0.468,2.4,3.4,0.713,1.1,2.6,3.7,1.8,0.8,0.6,1.4,2.7,9.4,2001-2002,Average
835,158,Lucious Harris,SG,31,NJN,74,0,21.0,3.4,7.3,0.464,0.6,1.6,0.373,2.8,5.7,0.489,0.505,1.8,2.1,0.842,0.7,2.1,2.8,1.6,0.7,0.1,0.8,1.3,9.1,2001-2002,Average
836,146,Lucious Harris,SG,32,NJN,77,25,25.6,3.9,9.4,0.413,0.6,1.8,0.346,3.3,7.6,0.429,0.446,2.0,2.5,0.804,0.8,2.2,3.0,2.0,0.7,0.1,0.9,1.2,10.3,2002-2003,Average
837,249,Dikembe Mutombo*,C,36,NJN,24,16,21.4,2.0,5.5,0.374,0.0,0.0,,2.0,5.5,0.374,0.374,1.7,2.3,0.727,2.3,4.1,6.4,0.8,0.2,1.5,1.4,2.3,5.8,2002-2003,Average
838,144,Lucious Harris,PG,33,NJN,69,15,21.8,2.7,6.7,0.404,0.6,1.5,0.376,2.2,5.2,0.412,0.445,1.0,1.1,0.846,0.6,1.5,2.0,2.0,0.6,0.0,0.8,1.1,6.9,2003-2004,Average
839,298,Rodney Rogers,PF,32,NJN,69,15,20.4,3.0,7.3,0.41,0.7,2.2,0.329,2.3,5.1,0.445,0.459,1.1,1.4,0.765,1.4,3.0,4.4,2.0,0.9,0.4,1.4,2.7,7.8,2003-2004,Average
840,192,Richard Jefferson,SF,24,NJN,33,33,41.1,7.2,17.1,0.422,0.9,2.7,0.337,6.3,14.4,0.438,0.449,6.9,8.2,0.844,1.5,5.8,7.3,4.0,1.0,0.5,4.0,3.3,22.2,2004-2005,Average
841,248,Ron Mercer,SF,28,NJN,18,3,21.7,3.6,8.8,0.411,0.0,0.2,0.0,3.6,8.6,0.419,0.411,0.4,0.6,0.7,0.5,1.7,2.2,1.1,0.9,0.1,0.8,1.1,7.6,2004-2005,Average
842,315,Clifford Robinson,PF,39,NJN,80,13,23.3,2.7,6.4,0.427,0.8,2.2,0.343,2.0,4.2,0.47,0.485,0.7,1.0,0.658,0.7,2.7,3.3,1.1,0.6,0.5,0.8,2.6,6.9,2005-2006,Average
843,240,Jeff McInnis,SG,31,NJN,28,1,17.4,2.3,5.1,0.441,0.1,0.6,0.188,2.1,4.5,0.472,0.451,0.7,1.0,0.69,0.4,1.4,1.8,1.9,0.4,0.1,1.0,1.3,5.3,2005-2006,Average
844,221,Nenad Krstić,C,23,NJN,26,26,32.6,6.5,12.4,0.526,0.0,0.0,0.0,6.5,12.4,0.528,0.526,3.3,4.7,0.711,2.0,4.8,6.8,1.8,0.4,0.9,2.0,3.4,16.4,2006-2007,Average
845,271,Boštjan Nachbar,SF,26,NJN,76,1,20.2,3.0,6.5,0.457,1.5,3.5,0.423,1.5,3.0,0.496,0.57,1.7,2.2,0.805,0.4,3.0,3.3,0.8,0.4,0.3,0.9,2.4,9.2,2006-2007,Average
846,246,Boštjan Nachbar,PF,27,NJN,75,1,22.1,3.3,8.1,0.402,1.3,3.5,0.359,2.0,4.6,0.435,0.479,2.1,2.6,0.786,0.7,2.7,3.5,1.2,0.6,0.3,1.1,2.4,9.8,2007-2008,Average
847,205,Nenad Krstić,C,24,NJN,45,38,18.0,2.7,6.7,0.41,0.0,0.0,0.0,2.7,6.6,0.413,0.41,1.2,1.5,0.754,0.8,3.7,4.4,0.6,0.2,0.4,0.9,2.5,6.6,2007-2008,Average
848,91,Keyon Dooling,PG,28,NJN,77,18,26.9,3.4,7.8,0.436,1.3,3.1,0.421,2.1,4.7,0.446,0.519,1.6,2.0,0.825,0.3,1.7,2.0,3.5,0.9,0.1,1.4,1.8,9.7,2008-2009,Average
849,149,Jarvis Hayes,SF,27,NJN,74,1,24.8,3.5,7.8,0.445,1.3,3.3,0.385,2.2,4.5,0.489,0.527,0.5,0.7,0.692,0.4,3.2,3.6,0.7,0.7,0.1,0.7,2.2,8.7,2008-2009,Average
850,106,Chris Douglas-Roberts,SF,23,NJN,67,38,25.8,3.8,8.6,0.445,0.2,0.8,0.259,3.6,7.7,0.464,0.457,2.0,2.3,0.847,0.7,2.3,3.0,1.4,0.8,0.3,1.4,1.5,9.8,2009-2010,bottom
851,166,Jarvis Hayes,SF,28,NJN,45,19,23.0,3.1,7.3,0.421,1.3,4.0,0.335,1.7,3.3,0.523,0.512,0.3,0.4,0.778,0.2,2.2,2.4,0.9,0.6,0.2,0.6,2.0,7.8,2009-2010,bottom
852,111,Jordan Farmar,PG,24,NJN,73,18,24.6,3.5,8.9,0.392,1.5,4.2,0.359,2.0,4.8,0.421,0.475,1.1,1.4,0.82,0.3,2.0,2.4,5.0,0.8,0.1,1.9,1.8,9.6,2010-2011,Average
853,352,Mario West,SG,26,NJN,6,3,19.3,1.5,3.5,0.429,0.2,0.7,0.25,1.3,2.8,0.471,0.452,0.5,0.8,0.6,0.3,1.5,1.8,1.7,1.2,0.0,0.3,2.2,3.7,2010-2011,Average
854,258,Brook Lopez,C,23,NJN,5,5,27.2,7.6,15.4,0.494,0.0,0.0,,7.6,15.4,0.494,0.494,4.0,6.4,0.625,1.6,2.0,3.6,1.2,0.2,0.8,1.2,1.6,19.2,2011-2012,Average
855,313,Mehmet Okur,C,32,NJN,17,14,26.7,3.1,8.2,0.374,1.4,4.2,0.319,1.7,3.9,0.433,0.457,0.2,0.3,0.6,1.3,3.5,4.8,1.8,0.5,0.3,1.5,2.6,7.6,2011-2012,Average
856,2,Courtney Alexander,PG,25,NOH,66,7,20.6,2.9,7.7,0.382,0.3,0.9,0.333,2.6,6.8,0.388,0.401,1.8,2.2,0.808,0.6,1.2,1.8,1.2,0.5,0.1,1.0,1.9,7.9,2002-2003,Average
857,209,George Lynch,SG,32,NOH,81,32,18.5,1.8,4.4,0.409,0.3,1.0,0.354,1.5,3.5,0.425,0.448,0.5,0.9,0.554,1.7,2.6,4.4,1.3,0.8,0.2,0.6,1.7,4.5,2002-2003,Average
