Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional
49,Keith Bogans,SF,29,SAS,79,50,1559,4.0,10.0,.403,2.4,6.6,.357,1.7,3.4,.490,1.2,1.7,.740,0.8,5.1,5.9,3.2,1.5,0.4,1.8,5.2,11.7,,106,106,boganke01
50,Andrew Bogut,C,25,MIL,69,69,2229,11.1,21.4,.520,0.0,0.0,.000,11.1,21.3,.521,3.5,5.6,.629,4.9,11.6,16.5,3.0,0.9,4.1,3.1,5.2,25.7,,107,98,bogutan01
51,Matt Bonner,PF,29,SAS,65,8,1161,7.5,16.8,.446,4.1,10.4,.390,3.4,6.4,.539,1.6,2.2,.729,2.3,7.3,9.7,3.1,1.4,1.1,1.8,4.9,20.6,,117,104,bonnema01
52,Josh Boone,PF,25,NJN,63,28,1045,5.9,11.2,.525,0.0,0.0,,5.9,11.2,.525,1.0,2.9,.328,6.2,9.6,15.8,1.5,1.5,2.4,1.9,5.6,12.7,,107,107,boonejo01
53,Carlos Boozer,PF,28,UTA,78,78,2673,11.8,21.0,.562,0.0,0.0,,11.8,21.0,.562,5.5,7.4,.742,3.5,13.3,16.7,4.7,1.6,0.7,4.1,5.2,29.1,,112,102,boozeca01
54,Chris Bosh*,C,25,TOR,70,70,2526,12.3,23.6,.518,0.2,0.4,.364,12.1,23.2,.521,9.6,12.0,.797,4.2,11.3,15.5,3.4,0.9,1.4,3.5,3.5,34.3,,117,111,boshch01
55,Ryan Bowen,SF,34,OKC,1,0,8,6.4,6.4,1.000,0.0,0.0,,6.4,6.4,1.000,12.9,12.9,1.000,6.4,6.4,12.9,0.0,6.4,0.0,0.0,12.9,25.8,,224,96,bowenry01
56,Earl Boykins,PG,33,WAS,67,1,1117,8.1,18.9,.427,0.9,2.8,.317,7.2,16.1,.446,3.6,4.2,.865,0.8,2.7,3.5,8.0,1.1,0.1,3.2,2.3,20.6,,103,114,boykiea01
57,Elton Brand,PF,30,PHI,76,57,2297,9.4,19.6,.480,0.0,0.0,.000,9.4,19.6,.481,3.9,5.3,.738,4.1,6.4,10.5,2.5,1.9,1.8,3.0,5.3,22.7,,104,109,brandel01
58,Corey Brewer,SG,23,MIN,82,82,2482,8.2,19.1,.431,1.7,4.8,.346,6.6,14.3,.459,3.3,5.2,.648,1.4,4.2,5.6,3.9,2.4,0.6,3.3,4.5,21.5,,98,111,breweco01
59,Ronnie Brewer,SG,24,TOT,58,53,1742,6.1,12.6,.487,0.2,0.9,.258,5.9,11.7,.505,2.5,3.9,.639,1.3,4.2,5.5,4.5,2.7,0.4,1.6,2.4,15.0,,110,106,brewero02
59,Ronnie Brewer,SG,24,UTA,53,53,1662,6.3,12.8,.495,0.2,1.0,.258,6.1,11.9,.514,2.5,3.9,.633,1.4,4.2,5.5,4.6,2.6,0.5,1.6,2.5,15.4,,111,106,brewero02
59,Ronnie Brewer,SG,24,MEM,5,0,80,1.9,8.3,.231,0.0,0.0,,1.9,8.3,.231,2.6,3.2,.800,0.6,3.8,4.5,1.9,3.8,0.0,1.3,0.0,6.4,,78,108,brewero02
60,Primož Brezec,C,30,TOT,21,0,95,5.0,14.3,.346,0.0,0.0,,5.0,14.3,.346,0.6,3.3,.167,6.6,7.2,13.8,0.6,0.6,1.7,1.1,10.5,10.5,,85,107,brezepr01
60,Primož Brezec,C,30,PHI,7,0,36,2.9,18.9,.154,0.0,0.0,,2.9,18.9,.154,1.5,2.9,.500,8.7,8.7,17.5,0.0,1.5,1.5,0.0,13.1,7.3,,68,109,brezepr01
60,Primož Brezec,C,30,MIL,14,0,59,6.2,11.5,.538,0.0,0.0,,6.2,11.5,.538,0.0,3.5,.000,5.3,6.2,11.5,0.9,0.0,1.8,1.8,8.9,12.4,,98,106,brezepr01
61,Jon Brockman,PF,22,SAC,52,4,654,4.3,8.0,.534,0.0,0.0,,4.3,8.0,.534,2.9,4.8,.597,8.2,8.4,16.6,1.7,1.2,0.4,1.8,9.0,11.5,,124,110,brockjo01
62,Aaron Brooks,PG,25,HOU,82,82,2919,10.1,23.3,.432,3.7,9.2,.398,6.4,14.1,.454,4.3,5.2,.822,0.9,2.8,3.8,7.6,1.2,0.2,4.1,3.5,28.0,,108,112,brookaa01
63,Bobby Brown,PG,25,TOT,45,0,519,8.8,23.7,.371,2.6,9.8,.265,6.2,13.9,.446,1.3,1.5,.867,0.9,2.9,3.8,8.8,1.5,0.1,4.6,4.2,21.5,,90,113,brownbo02
63,Bobby Brown,PG,25,NOH,22,0,328,9.5,24.0,.395,2.7,10.4,.258,6.8,13.6,.500,1.3,1.3,1.000,0.2,2.7,2.8,7.3,1.4,0.2,3.8,4.4,22.9,,93,113,brownbo02
63,Bobby Brown,PG,25,LAC,23,0,191,7.6,23.1,.329,2.4,8.7,.281,5.2,14.4,.358,1.4,1.9,.714,2.2,3.3,5.4,11.4,1.6,0.0,6.0,3.8,19.0,,85,113,brownbo02
64,Derrick Brown,SF,22,CHA,57,0,535,6.8,14.6,.463,0.2,0.7,.286,6.6,13.9,.471,4.8,7.1,.667,3.1,4.7,7.7,1.9,2.1,1.0,1.9,5.3,18.5,,107,104,brownde04
65,Devin Brown,SG,31,TOT,50,37,1060,6.6,17.6,.377,2.8,8.0,.354,3.8,9.6,.396,3.4,4.2,.802,1.4,4.6,6.1,3.2,1.6,0.3,3.0,3.5,19.5,,97,111,brownde02
65,Devin Brown,SG,31,NOH,39,37,967,6.9,17.4,.394,2.9,7.9,.367,4.0,9.5,.416,3.7,4.6,.802,1.4,4.4,5.8,3.1,1.6,0.3,3.1,3.3,20.3,,100,112,brownde02
65,Devin Brown,SG,31,CHI,11,0,93,4.4,20.0,.222,2.2,9.4,.235,2.2,10.5,.211,0.0,0.0,,1.1,7.2,8.3,3.9,1.7,0.6,2.8,5.5,11.1,,64,105,brownde02
66,Kwame Brown,C,27,DET,48,1,660,5.1,10.2,.500,0.0,0.1,.000,5.1,10.1,.504,2.7,8.0,.337,4.4,10.2,14.5,1.8,1.2,1.0,3.5,7.6,12.9,,89,110,brownkw01
67,Shannon Brown,SG,24,LAL,82,7,1700,7.7,18.0,.427,1.9,5.8,.328,5.8,12.3,.474,3.0,3.7,.818,0.9,4.7,5.6,3.3,1.7,0.9,2.0,3.9,20.3,,105,105,brownsh01
68,Kobe Bryant*,SG,31,LAL,73,73,2835,13.1,28.6,.456,1.8,5.5,.329,11.3,23.1,.487,8.0,9.9,.811,1.4,5.7,7.1,6.7,2.1,0.4,4.3,3.4,35.9,,109,104,bryanko01
69,Chase Budinger,SF,21,HOU,74,4,1488,8.5,19.4,.441,3.2,8.5,.369,5.4,10.8,.497,2.3,3.0,.770,1.3,6.2,7.5,3.0,1.2,0.4,1.6,2.9,22.5,,111,110,budinch01
70,Caron Butler,SF-SG,29,TOT,74,74,2783,8.4,19.7,.428,0.8,2.7,.290,7.7,17.0,.450,5.0,5.9,.838,2.0,6.7,8.6,2.9,2.2,0.5,3.0,3.6,22.6,,101,108,butleca01
70,Caron Butler,SF,29,WAS,47,47,1853,8.3,19.6,.422,0.7,2.7,.263,7.6,16.9,.447,5.2,6.0,.877,1.9,7.0,8.9,3.0,1.9,0.4,3.2,3.6,22.5,,101,109,butleca01
70,Caron Butler,SG,29,DAL,27,27,930,8.8,19.9,.440,0.9,2.8,.340,7.8,17.1,.456,4.4,5.8,.760,2.0,6.1,8.1,2.7,2.7,0.5,2.6,3.7,22.9,,101,105,butleca01
71,Rasual Butler,SF,30,LAC,82,64,2702,6.8,16.7,.409,2.8,8.3,.336,4.0,8.4,.482,2.3,2.8,.841,0.7,3.9,4.6,2.2,0.7,1.3,1.5,2.3,18.8,,106,113,butlera01
72,Andrew Bynum,C,22,LAL,65,65,1977,10.3,18.0,.570,0.0,0.0,.000,10.3,18.0,.571,5.0,6.8,.739,4.6,9.5,14.2,1.8,0.9,2.5,3.0,5.0,25.6,,117,102,bynuman01
73,Will Bynum,PG,27,DET,63,20,1667,7.7,17.4,.444,0.4,1.8,.218,7.3,15.6,.470,4.6,5.8,.798,0.8,3.8,4.6,9.2,1.8,0.2,3.7,4.7,20.4,,105,113,bynumwi01
74,José Calderón,PG,28,TOR,68,39,1817,7.8,16.1,.482,1.9,4.9,.398,5.8,11.3,.519,2.4,3.0,.798,0.7,3.4,4.0,11.5,1.3,0.2,2.8,3.8,19.8,,119,116,caldejo01
75,Marcus Camby,PF-C,35,TOT,74,74,2314,5.4,11.4,.475,0.0,0.2,.286,5.4,11.3,.478,1.8,2.8,.639,5.7,14.2,19.8,4.2,2.2,3.3,2.1,3.7,12.7,,112,101,cambyma01
75,Marcus Camby,PF,35,LAC,51,51,1596,5.4,11.6,.466,0.1,0.2,.333,5.3,11.4,.469,1.9,3.0,.659,5.4,14.6,20.0,4.9,2.2,3.2,2.1,3.4,12.8,,111,101,cambyma01
75,Marcus Camby,C,35,POR,23,23,718,5.5,11.0,.497,0.0,0.1,.000,5.5,11.0,.500,1.4,2.4,.581,6.3,13.1,19.4,2.7,2.0,3.6,2.1,4.3,12.3,,113,99,cambyma01
76,Brian Cardinal,PF,32,MIN,29,0,267,2.6,6.7,.389,0.6,1.7,.333,2.1,5.1,.407,3.2,3.4,.944,1.3,4.1,5.4,4.5,1.7,0.6,1.3,10.5,9.0,,118,113,cardibr01
77,Rodney Carney,SG,25,PHI,68,0,857,6.9,17.2,.401,2.5,8.3,.304,4.4,9.0,.490,3.2,3.9,.825,1.6,6.8,8.4,2.3,1.5,1.2,1.3,4.8,19.5,,109,111,carnero01
78,DeMarre Carroll,SF,23,MEM,71,1,795,5.7,14.3,.396,0.0,0.4,.000,5.7,13.9,.407,2.1,3.4,.623,3.4,6.3,9.7,2.1,1.8,0.6,1.5,6.9,13.5,,98,110,carrode01
79,Matt Carroll,SG,29,DAL,25,0,121,7.7,21.4,.360,1.7,8.1,.211,6.0,13.3,.452,2.6,2.6,1.000,1.7,3.4,5.1,2.6,2.1,0.0,3.0,5.6,19.7,,87,108,carroma01
80,Anthony Carter,PG,34,DEN,54,7,859,4.5,10.7,.420,1.0,3.7,.270,3.5,7.0,.500,0.6,0.8,.846,1.0,4.2,5.2,9.4,2.3,0.8,3.4,4.2,10.6,,100,108,cartean01
81,Vince Carter,SG,33,ORL,75,74,2310,9.8,22.9,.428,2.7,7.3,.367,7.1,15.6,.456,5.8,6.9,.840,0.7,5.9,6.6,5.3,1.2,0.4,2.4,4.3,28.1,,112,105,cartevi01
82,Omri Casspi,SF,21,SAC,77,31,1931,7.9,17.8,.446,2.0,5.4,.369,6.0,12.4,.480,3.1,4.6,.672,2.0,7.2,9.2,2.5,1.4,0.4,2.6,3.3,20.9,,104,110,casspom01
83,Mario Chalmers,PG,23,MIA,73,22,1807,5.4,13.5,.401,2.2,7.0,.318,3.2,6.5,.491,2.4,3.3,.745,0.7,3.3,4.0,7.3,2.7,0.4,3.6,5.2,15.4,,100,105,chalmma01
84,Tyson Chandler,C,27,CHA,51,27,1163,5.0,8.7,.574,0.0,0.0,,5.0,8.7,.574,5.3,7.2,.732,5.2,9.4,14.6,0.7,0.8,2.5,4.2,6.3,15.2,,107,102,chandty01
85,Wilson Chandler,SG,22,NYK,65,64,2320,9.1,18.9,.479,0.9,3.3,.267,8.2,15.6,.524,2.8,3.5,.806,2.0,5.6,7.7,3.0,1.0,1.1,2.4,4.1,21.9,,106,113,chandwi01
86,Earl Clark,PF,22,PHO,51,0,383,7.4,19.9,.371,0.3,0.7,.400,7.1,19.2,.370,3.4,4.7,.722,2.4,5.8,8.2,2.8,0.9,1.7,3.0,3.3,18.4,,89,111,clarkea01
87,Jarron Collins,C,31,PHO,34,10,261,2.3,6.0,.387,0.0,0.0,,2.3,6.0,.387,1.9,4.8,.400,4.2,7.7,12.0,1.2,0.4,0.6,1.9,8.1,6.6,,93,112,collija03
88,Jason Collins,C,31,ATL,24,0,115,3.7,10.7,.348,0.0,0.5,.000,3.7,10.2,.364,0.0,0.9,.000,2.3,4.2,6.5,1.9,1.4,0.9,2.3,9.7,7.4,,73,109,collija04
89,Mardy Collins,SG,25,LAC,43,0,470,5.2,14.1,.367,0.4,1.9,.235,4.7,12.2,.387,1.4,2.3,.619,1.4,4.1,5.5,4.9,2.5,0.1,3.5,5.0,12.2,,82,111,collima01
90,Darren Collison,PG,22,NOH,76,37,2109,9.2,19.4,.477,1.1,2.8,.400,8.1,16.6,.490,3.6,4.3,.851,1.0,3.7,4.7,10.6,1.9,0.1,5.0,2.3,23.2,,105,112,collida01
91,Nick Collison,C,29,OKC,75,5,1557,6.0,10.2,.589,0.0,0.1,.250,6.0,10.1,.593,2.5,3.5,.692,5.0,7.7,12.7,1.3,1.2,1.6,2.1,7.6,14.5,,120,105,collini01
92,Mike Conley,PG,22,MEM,80,80,2569,7.4,16.6,.445,1.6,4.2,.387,5.7,12.3,.464,2.8,3.7,.743,0.6,3.2,3.8,8.5,2.2,0.2,3.4,3.6,19.2,,108,112,conlemi01
93,Will Conroy,PG,27,HOU,5,0,36,4.3,14.2,.300,0.0,4.3,.000,4.3,9.9,.429,0.0,2.8,.000,0.0,4.3,4.3,9.9,0.0,0.0,5.7,7.1,8.5,,63,113,conrowi01
94,Brian Cook,PF,29,HOU,15,0,44,8.1,26.7,.304,2.3,10.4,.222,5.8,16.2,.357,5.8,8.1,.714,1.2,9.3,10.4,1.2,0.0,2.3,7.0,5.8,24.4,,72,108,cookbr01
95,Daequan Cook,SG,22,MIA,45,3,691,6.3,19.6,.320,3.1,9.8,.317,3.2,9.8,.323,1.6,1.9,.840,0.7,5.7,6.4,3.3,1.1,0.8,1.9,3.9,17.3,,90,107,cookda02
96,Jamal Crawford,SG,29,ATL,79,0,2460,10.7,23.9,.449,3.5,9.2,.382,7.2,14.7,.491,5.8,6.8,.857,0.7,3.6,4.4,5.2,1.3,0.3,3.0,2.9,30.9,,114,110,crawfja01
97,Dante Cunningham,PF,22,POR,63,2,707,8.2,16.6,.495,0.0,0.2,.000,8.2,16.4,.500,2.4,3.7,.646,4.2,8.2,12.4,1.1,1.9,1.7,1.2,7.5,18.8,,112,104,cunnida01
