Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional
12,Brandon Armstrong,SG,23,NJN,56,0,434,8.0,21.6,.371,2.3,6.4,.365,5.7,15.2,.374,0.2,0.5,.500,1.5,3.8,5.3,1.7,1.5,0.2,3.0,6.1,18.7,,80,102,armstbr01
13,Darrell Armstrong,PG,35,NOH,79,22,2247,7.0,17.6,.395,3.2,10.3,.315,3.7,7.4,.508,2.9,3.5,.854,1.5,3.9,5.4,7.5,3.2,0.4,3.7,3.5,20.1,,105,102,armstda01
14,Carlos Arroyo,PG,24,UTA,71,71,2008,9.4,21.2,.441,1.0,3.2,.325,8.3,18.0,.462,5.0,6.2,.804,1.1,4.0,5.1,9.8,1.7,0.1,4.3,4.6,24.8,,106,106,arroyca01
15,Chucky Atkins,PG,29,TOT,64,24,1544,6.6,16.6,.397,2.8,8.3,.336,3.8,8.3,.457,2.5,3.3,.753,0.3,2.9,3.2,7.7,1.5,0.1,3.2,3.5,18.5,,103,105,atkinch01
15,Chucky Atkins,PG,29,DET,40,0,751,6.4,17.1,.374,3.1,9.5,.323,3.3,7.6,.438,2.3,3.1,.721,0.4,3.1,3.5,6.9,1.4,0.1,3.5,4.4,18.1,,98,101,atkinch01
15,Chucky Atkins,PG,29,BOS,24,24,793,6.8,16.2,.418,2.5,7.2,.351,4.2,9.0,.471,2.7,3.5,.778,0.2,2.7,2.9,8.3,1.7,0.1,2.9,2.7,18.8,,108,108,atkinch01
16,Stacey Augmon,SF,35,NOH,69,24,1416,5.4,13.2,.412,0.0,0.3,.143,5.4,12.9,.418,4.2,5.3,.791,2.0,4.6,6.6,3.2,2.1,0.6,2.9,4.3,15.1,,97,104,augmost01
17,Vin Baker,PF,32,TOT,54,33,1313,8.2,17.1,.481,0.0,0.1,.333,8.2,17.0,.483,4.5,6.2,.726,4.4,6.7,11.1,2.6,1.1,1.3,3.0,6.3,21.0,,105,105,bakervi01
17,Vin Baker,PF,32,BOS,37,33,1000,8.7,17.2,.505,0.0,0.1,.000,8.7,17.1,.506,4.2,5.8,.732,3.9,6.9,10.8,2.8,1.1,1.2,2.7,5.0,21.5,,109,105,bakervi01
17,Vin Baker,PF,32,NYK,17,0,313,6.9,17.0,.404,0.2,0.3,.500,6.7,16.6,.402,5.5,7.7,.711,6.2,5.8,12.0,2.1,1.2,1.5,4.3,10.6,19.4,,95,104,bakervi01
18,Marcus Banks,PG,22,BOS,81,2,1385,6.6,16.4,.400,1.0,3.2,.314,5.6,13.2,.421,3.7,4.9,.756,1.1,3.8,4.9,6.5,3.3,0.5,4.6,6.4,17.9,,91,103,banksma01
19,Leandro Barbosa,PG,21,PHO,70,46,1500,7.3,16.2,.447,2.9,7.3,.395,4.4,9.0,.488,1.6,2.1,.770,0.8,3.5,4.2,5.7,3.2,0.2,4.1,6.4,19.0,,100,106,barbole01
20,Matt Barnes,SF,23,LAC,38,9,724,4.6,10.1,.457,0.1,0.9,.154,4.4,9.1,.488,3.1,4.4,.705,3.9,7.1,11.0,3.5,2.0,0.2,3.2,5.5,12.5,,101,108,barnema02
21,Dana Barros,SG,36,BOS,1,0,11,9.4,14.1,.667,0.0,0.0,,9.4,14.1,.667,9.4,9.4,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,28.1,,162,113,barroda01
22,Brent Barry,SG,32,SEA,59,53,1803,6.4,12.6,.504,3.4,7.5,.452,3.0,5.2,.577,2.7,3.3,.827,0.6,5.4,6.0,10.1,2.5,0.5,4.1,3.6,18.8,,120,108,barrybr01
23,Jon Barry,SG,34,DEN,57,9,1101,5.6,13.9,.404,2.4,6.4,.370,3.2,7.4,.434,2.8,3.3,.845,1.2,4.6,5.7,6.9,2.7,0.4,2.5,3.1,16.4,,111,104,barryjo01
24,Mengke Bateer,C,28,TOR,7,0,40,5.5,9.7,.571,0.0,0.0,,5.5,9.7,.571,0.0,0.0,,6.9,4.1,11.1,1.4,1.4,0.0,2.8,13.8,11.1,,107,104,bateeme01
25,Tony Battie,C,27,TOT,73,7,1478,6.0,13.6,.443,0.1,0.3,.222,6.0,13.3,.448,2.3,3.2,.742,4.2,8.5,12.7,2.1,0.9,2.4,2.2,5.6,14.5,,101,103,battito01
25,Tony Battie,C,27,BOS,23,6,501,5.8,12.0,.479,0.1,0.1,1.000,5.7,11.9,.474,2.4,3.4,.697,4.0,8.1,12.1,2.2,0.8,2.1,2.5,5.7,14.0,,103,104,battito01
25,Tony Battie,C,27,CLE,50,1,977,6.2,14.4,.427,0.1,0.4,.125,6.1,14.0,.436,2.3,3.0,.768,4.3,8.8,13.0,2.0,1.0,2.5,2.1,5.6,14.7,,99,103,battito01
26,Shane Battier,SF,25,MEM,79,1,1947,6.5,14.7,.446,1.8,5.0,.349,4.8,9.6,.496,3.2,4.4,.732,2.8,5.4,8.2,2.7,2.7,1.6,1.5,5.0,18.1,,114,102,battish01
27,Lonny Baxter,C-PF,25,TOT,62,5,766,7.3,14.8,.493,0.1,0.2,.333,7.2,14.5,.495,3.1,5.4,.579,4.5,8.7,13.2,1.4,1.2,2.0,2.7,8.7,17.7,,100,100,baxtelo01
27,Lonny Baxter,PF,25,CHI,14,1,147,9.6,17.4,.551,0.4,0.4,1.000,9.2,17.0,.542,1.8,2.8,.625,3.9,8.5,12.4,1.8,0.4,2.1,3.9,11.0,21.3,,99,104,baxtelo01
27,Lonny Baxter,C,25,TOR,36,4,487,6.8,14.5,.469,0.0,0.1,.000,6.8,14.4,.472,3.4,6.4,.536,4.8,9.0,13.7,1.1,1.6,2.0,2.5,7.8,17.0,,98,98,baxtelo01
27,Lonny Baxter,PF,25,WAS,12,0,132,6.3,12.6,.500,0.0,0.4,.000,6.3,12.2,.516,3.5,4.7,.750,4.3,7.9,12.2,2.0,0.8,2.0,2.0,9.1,16.2,,113,105,baxtelo01
28,Jerome Beasley,PF,23,MIA,2,0,5,10.9,32.7,.333,0.0,0.0,,10.9,32.7,.333,0.0,0.0,,0.0,10.9,10.9,0.0,0.0,0.0,0.0,0.0,21.8,,72,104,beaslje01
29,Raja Bell,SG,27,UTA,82,4,2020,9.0,22.1,.409,1.7,4.6,.373,7.3,17.5,.418,5.4,6.8,.786,1.6,5.0,6.6,2.9,1.7,0.4,3.0,7.2,25.1,,103,105,bellra01
30,Troy Bell,PG,23,MEM,6,0,34,6.2,27.8,.222,0.0,6.2,.000,6.2,21.6,.286,4.6,4.6,1.000,4.6,1.5,6.2,6.2,1.5,0.0,9.3,9.3,17.0,,61,108,belltr01
31,Jonathan Bender,SF,23,IND,21,0,271,10.1,21.5,.472,1.8,4.5,.409,8.3,17.0,.488,7.9,9.5,.830,1.8,6.3,8.1,1.8,1.0,2.2,6.7,4.7,30.0,,96,99,bendejo01
32,Travis Best,PG,31,DAL,61,1,762,4.3,11.6,.372,0.2,1.4,.150,4.1,10.3,.401,2.7,3.1,.870,1.1,3.4,4.6,7.6,2.1,0.3,2.2,4.5,11.6,,103,110,besttr01
33,Mike Bibby,PG,25,SAC,82,82,2980,9.1,20.3,.450,2.6,6.6,.392,6.6,13.7,.479,5.3,6.5,.815,1.2,3.6,4.8,7.7,1.9,0.3,3.0,2.5,26.1,,113,108,bibbymi01
34,Chauncey Billups,PG,27,DET,78,78,2758,7.8,19.7,.394,2.6,6.6,.388,5.2,13.1,.396,8.0,9.1,.878,0.7,4.8,5.5,8.8,1.7,0.2,3.7,3.5,26.1,,112,99,billuch01
35,Steve Blake,PG,23,WAS,75,14,1392,5.9,15.2,.386,2.8,7.6,.371,3.1,7.7,.400,2.1,2.5,.821,0.7,3.7,4.4,7.8,2.1,0.3,4.8,3.7,16.6,,95,107,blakest01
36,Corie Blount,PF-C,35,TOT,62,3,1050,5.8,12.8,.455,0.0,0.2,.000,5.8,12.6,.460,0.8,1.4,.556,4.9,8.9,13.9,2.8,2.5,1.2,2.2,6.8,12.4,,98,99,blounco01
36,Corie Blount,PF,35,CHI,46,3,756,6.7,14.2,.471,0.0,0.2,.000,6.7,14.0,.478,0.9,1.7,.542,5.2,9.0,14.2,3.1,2.6,1.3,2.4,5.9,14.3,,99,100,blounco01
36,Corie Blount,C,35,TOR,16,0,294,3.4,8.8,.383,0.0,0.0,,3.4,8.8,.383,0.4,0.6,.667,4.1,8.8,13.0,1.9,2.1,0.9,1.5,9.2,7.1,,91,98,blounco01
37,Mark Blount,C,28,BOS,82,73,2402,7.3,13.0,.566,0.0,0.0,,7.3,13.0,.566,3.4,4.7,.719,4.4,8.2,12.6,1.6,1.7,2.3,3.2,5.4,18.1,,110,102,blounma01
38,Keith Bogans,SF,23,ORL,73,36,1787,5.4,13.4,.403,2.0,5.5,.358,3.4,7.9,.434,1.9,3.0,.631,3.1,6.2,9.4,2.9,1.4,0.3,2.2,3.8,14.7,,103,111,boganke01
39,Calvin Booth,C,27,SEA,71,35,1206,6.0,12.8,.466,0.0,0.1,.000,6.0,12.7,.469,3.3,4.2,.798,3.8,8.6,12.4,1.2,0.8,4.5,2.0,6.6,15.3,,107,105,boothca01
40,Carlos Boozer,PF,22,CLE,75,75,2592,9.6,18.3,.523,0.0,0.1,.167,9.6,18.2,.526,4.5,5.8,.768,4.7,12.8,17.5,3.0,1.5,1.1,2.7,4.1,23.7,,113,101,boozeca01
41,Curtis Borchardt,C,23,UTA,16,0,258,4.7,12.0,.393,0.0,0.2,.000,4.7,11.8,.400,3.0,3.9,.778,2.8,8.8,11.6,3.2,0.9,3.0,3.9,8.6,12.5,,88,102,borchcu01
42,Chris Bosh*,C,19,TOR,75,63,2510,7.2,15.7,.459,0.1,0.3,.357,7.1,15.4,.461,4.5,6.3,.701,4.2,8.1,12.3,1.7,1.3,2.3,2.4,4.7,19.0,,103,99,boshch01
43,Ruben Boumtje-Boumtje,C,25,POR,9,0,26,2.1,10.7,.200,0.0,0.0,,2.1,10.7,.200,4.3,4.3,1.000,0.0,2.1,2.1,2.1,0.0,2.1,0.0,4.3,8.6,,90,111,boumtru01
44,Bruce Bowen,SF,32,SAS,82,82,2624,4.3,10.3,.420,1.6,4.3,.363,2.7,5.9,.462,1.4,2.3,.579,0.9,4.3,5.2,2.3,1.7,0.7,1.8,3.4,11.6,,99,97,bowenbr01
45,Ryan Bowen,PF,28,DEN,52,1,392,2.4,7.0,.340,0.0,0.0,,2.4,7.0,.340,1.3,1.6,.833,5.1,6.3,11.4,2.4,2.4,2.1,0.8,6.2,6.0,,109,101,bowenry01
46,Earl Boykins,SG,27,DEN,82,3,1849,8.9,21.3,.419,1.5,4.8,.322,7.4,16.5,.447,3.9,4.5,.877,1.2,2.8,4.0,8.2,1.4,0.1,2.8,2.3,23.3,,107,108,boykiea01
47,Michael Bradley,C-PF,24,TOT,16,1,98,3.8,8.2,.467,0.0,0.0,,3.8,8.2,.467,0.5,1.1,.500,3.3,9.3,12.6,0.5,1.6,0.0,3.8,7.7,8.2,,76,103,bradlmi01
47,Michael Bradley,PF,24,TOR,5,0,38,1.5,4.4,.333,0.0,0.0,,1.5,4.4,.333,1.5,2.9,.500,1.5,14.6,16.0,1.5,1.5,0.0,4.4,8.7,4.4,,56,96,bradlmi01
47,Michael Bradley,C,24,ATL,11,1,60,5.3,10.6,.500,0.0,0.0,,5.3,10.6,.500,0.0,0.0,,4.4,6.2,10.6,0.0,1.8,0.0,3.5,7.0,10.6,,85,107,bradlmi01
48,Shawn Bradley,C,31,DAL,66,5,773,5.9,12.5,.473,0.0,0.1,.000,5.9,12.5,.476,2.7,3.3,.837,4.8,6.7,11.5,1.3,2.2,4.9,1.1,8.7,14.6,,118,102,bradlsh01
49,Torraye Braggs,PF,27,TOT,15,0,154,5.6,11.6,.485,0.0,0.0,,5.6,11.6,.485,2.8,4.2,.667,6.3,7.4,13.7,2.5,1.4,0.7,4.6,10.2,14.1,,96,100,braggto01
49,Torraye Braggs,PF,27,HOU,11,0,132,5.4,11.6,.464,0.0,0.0,,5.4,11.6,.464,3.3,5.0,.667,6.2,7.9,14.1,2.5,1.7,0.8,5.0,8.7,14.1,,93,99,braggto01
49,Torraye Braggs,PF,27,WAS,4,0,22,7.1,11.8,.600,0.0,0.0,,7.1,11.8,.600,0.0,0.0,,7.1,4.7,11.8,2.4,0.0,0.0,2.4,18.9,14.2,,117,111,braggto01
50,Elton Brand,PF,24,LAC,69,68,2670,9.6,19.4,.493,0.0,0.0,.000,9.6,19.4,.493,8.1,10.5,.773,5.3,8.8,14.1,4.5,1.3,3.0,3.8,4.5,27.3,,114,106,brandel01
51,J.R. Bremer,PG,23,TOT,36,2,443,5.1,18.9,.272,2.3,8.8,.257,2.9,10.0,.286,1.6,2.4,.650,1.1,3.2,4.3,6.1,2.1,0.5,2.9,3.8,14.1,,81,107,bremejr01
51,J.R. Bremer,PG,23,CLE,31,2,403,5.1,18.0,.285,2.5,8.7,.288,2.6,9.3,.282,1.7,2.6,.650,0.9,3.4,4.3,5.1,2.4,0.5,2.5,3.5,14.4,,84,106,bremejr01
51,J.R. Bremer,PG,23,GSW,5,0,40,5.3,28.1,.190,0.0,10.7,.000,5.3,17.4,.308,0.0,0.0,,2.7,1.3,4.0,16.0,0.0,0.0,6.7,6.7,10.7,,60,112,bremejr01
52,Jamison Brewer,PG,23,IND,13,1,160,4.5,12.0,.371,1.7,4.8,.357,2.7,7.2,.381,0.3,2.1,.167,0.7,3.1,3.8,5.8,2.4,0.0,3.4,3.1,11.0,,83,100,breweja01
53,Primož Brezec,C,24,IND,18,0,72,9.1,19.8,.462,0.0,0.0,,9.1,19.8,.462,3.0,4.6,.667,3.8,7.6,11.4,2.3,0.0,2.3,4.6,9.9,21.3,,90,100,brezepr01
54,Damone Brown,PF,24,NJN,3,0,17,3.2,31.6,.100,0.0,0.0,,3.2,31.6,.100,3.2,6.3,.500,9.5,6.3,15.8,0.0,6.3,0.0,3.2,6.3,9.5,,45,90,brownda02
55,Devin Brown,SG,25,SAS,58,0,627,7.3,16.8,.434,0.3,1.2,.286,7.0,15.6,.445,5.1,6.4,.811,3.3,7.9,11.2,2.8,1.3,0.3,3.3,5.2,20.1,,102,96,brownde02
56,Kedrick Brown,SF,22,TOT,55,26,969,6.3,13.7,.461,2.0,5.3,.384,4.3,8.4,.510,0.9,1.5,.630,2.2,5.7,7.9,3.5,1.6,0.4,1.6,4.3,15.6,,112,106,brownke01
56,Kedrick Brown,SF,22,BOS,21,10,408,5.7,12.5,.455,1.5,4.0,.375,4.2,8.5,.493,1.0,1.6,.615,2.3,6.3,8.6,3.2,2.1,0.3,1.5,4.8,13.9,,109,104,brownke01
56,Kedrick Brown,SF,22,CLE,34,16,561,6.8,14.6,.465,2.4,6.3,.388,4.3,8.3,.523,0.8,1.3,.643,2.2,5.2,7.3,3.7,1.2,0.5,1.6,4.0,16.9,,114,107,brownke01
57,Kwame Brown,PF,21,WAS,74,57,2239,6.7,13.7,.489,0.0,0.0,.500,6.7,13.6,.489,5.3,7.8,.683,4.1,8.6,12.8,2.6,1.5,1.2,3.3,3.3,18.7,,106,104,brownkw01
58,P.J. Brown,PF,34,NOH,80,80,2753,6.6,13.9,.476,0.0,0.0,.000,6.6,13.9,.477,3.1,3.6,.854,4.6,8.9,13.5,3.0,1.5,1.4,2.0,4.0,16.4,,113,101,brownpj01
59,Tierre Brown,PG,24,NOH,3,0,17,6.3,12.7,.500,0.0,0.0,,6.3,12.7,.500,6.3,12.7,.500,0.0,3.2,3.2,6.3,0.0,0.0,22.2,3.2,19.0,,50,110,brownti01
60,Rick Brunson,PG,31,TOT,40,0,412,5.1,13.3,.381,1.4,2.9,.478,3.7,10.4,.354,3.4,3.9,.871,1.1,3.5,4.7,10.4,3.2,0.4,4.2,5.6,14.9,,100,103,brunsri01
60,Rick Brunson,PG,31,TOR,3,0,10,11.1,22.1,.500,0.0,0.0,,11.1,22.1,.500,0.0,0.0,,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,22.1,,119,110,brunsri01
60,Rick Brunson,PG,31,CHI,37,0,402,4.9,13.1,.376,1.4,3.0,.478,3.5,10.1,.346,3.5,4.0,.871,1.2,3.6,4.8,10.4,3.2,0.4,4.3,5.7,14.8,,99,103,brunsri01
61,Kobe Bryant*,SG,25,LAL,65,64,2447,11.0,25.0,.438,1.5,4.6,.327,9.5,20.4,.463,9.7,11.3,.852,2.2,5.4,7.6,7.0,2.4,0.6,3.6,3.7,33.1,,112,102,bryanko01
62,Greg Buckner,SG,27,PHI,53,3,703,5.1,13.6,.377,0.9,3.4,.273,4.2,10.2,.412,1.6,2.1,.741,2.2,5.8,8.0,3.5,1.6,0.3,2.6,6.0,12.7,,90,104,buckngr01
63,Rodney Buford,SF,26,SAC,22,0,141,7.0,20.5,.339,0.0,0.7,.000,7.0,19.8,.352,1.1,2.2,.500,2.2,3.3,5.5,2.6,2.2,0.4,1.5,3.3,15.0,,79,107,buforro01
64,Caron Butler,SF,23,MIA,68,56,2030,6.5,17.0,.380,0.3,1.1,.238,6.2,15.8,.390,3.6,4.7,.756,2.5,6.3,8.8,3.4,2.0,0.3,2.4,4.4,16.7,,94,102,butleca01
65,Mitchell Butler,SG,33,WAS,41,4,552,5.1,11.7,.435,1.0,2.8,.367,4.1,8.9,.457,1.4,2.3,.625,2.3,4.4,6.7,3.0,2.1,0.4,2.3,5.1,12.6,,100,107,butlemi02
66,Rasual Butler,SF,24,MIA,45,0,675,9.6,20.2,.476,4.0,8.7,.463,5.6,11.5,.486,1.3,1.7,.762,0.3,4.6,4.9,1.9,0.8,1.1,2.3,5.8,24.6,,108,105,butlera01
67,Žarko Čabarkapa,PF,22,PHO,49,4,570,7.4,17.9,.411,0.5,2.9,.188,6.8,15.0,.455,3.2,4.8,.660,2.4,6.6,9.0,3.6,0.9,1.2,4.9,6.8,18.5,,85,107,cabarza01
68,Marcus Camby,C,29,DEN,72,72,2162,6.2,13.1,.477,0.0,0.0,.000,6.2,13.0,.479,2.3,3.2,.721,5.0,12.3,17.3,3.1,2.0,4.4,2.3,5.7,14.8,,108,95,cambyma01
69,Elden Campbell,C,35,DET,65,27,892,8.5,19.2,.439,0.0,0.0,,8.5,19.2,.439,5.2,7.6,.685,3.2,9.6,12.8,2.8,1.3,3.1,3.9,8.4,22.1,,96,93,campbel01
70,Brian Cardinal,PF,26,GSW,76,11,1634,7.2,15.2,.472,1.8,4.1,.444,5.4,11.2,.482,7.8,8.9,.878,3.3,7.1,10.4,3.4,2.2,0.7,2.7,6.7,24.0,,123,103,cardibr01
71,Matt Carroll,SG,23,TOT,16,0,70,5.5,12.6,.438,0.8,2.4,.333,4.7,10.2,.462,3.1,4.7,.667,0.8,3.9,4.7,1.6,0.8,0.0,4.7,6.3,14.9,,82,107,carroma01
71,Matt Carroll,SG,23,POR,13,0,48,5.8,12.8,.455,1.2,3.5,.333,4.6,9.3,.500,2.3,2.3,1.000,0.0,3.5,3.5,1.2,0.0,0.0,2.3,3.5,15.1,,100,112,carroma01
71,Matt Carroll,SG,23,SAS,3,0,22,4.9,12.2,.400,0.0,0.0,,4.9,12.2,.400,4.9,9.8,.500,2.4,4.9,7.3,2.4,2.4,0.0,9.8,12.2,14.7,,63,96,carroma01
72,Anthony Carter,PG,28,SAS,5,2,87,6.8,22.9,.297,0.0,1.9,.000,6.8,21.0,.324,0.0,0.0,,1.2,5.6,6.8,7.4,2.5,0.0,7.4,5.6,13.6,,60,95,cartean01
73,Maurice Carter,SG,27,TOT,10,0,110,5.3,16.9,.314,1.9,5.3,.364,3.4,11.6,.292,7.7,9.6,.800,1.0,4.3,5.3,1.9,0.0,0.0,4.3,4.8,20.2,,90,109,cartema01
73,Maurice Carter,SG,27,LAL,4,0,50,5.2,14.6,.357,1.0,3.1,.333,4.2,11.4,.364,11.4,12.5,.917,0.0,3.1,3.1,2.1,0.0,0.0,6.2,5.2,22.9,,94,109,cartema01
73,Maurice Carter,SG,27,NOH,6,0,60,5.4,18.9,.286,2.7,7.2,.375,2.7,11.7,.231,4.5,7.2,.625,1.8,5.4,7.2,1.8,0.0,0.0,2.7,4.5,18.0,,86,108,cartema01
74,Vince Carter,SG,27,TOR,73,73,2785,12.1,28.9,.417,1.8,4.8,.383,10.2,24.1,.424,6.7,8.3,.806,1.9,5.0,6.9,6.9,1.7,1.3,4.4,4.2,32.7,,99,102,cartevi01
75,Sam Cassell,PG,34,MIN,81,81,2838,11.8,24.1,.488,1.4,3.5,.398,10.4,20.6,.504,5.5,6.3,.873,0.8,4.3,5.2,11.3,1.9,0.3,4.2,4.7,30.5,,113,102,cassesa01
76,Kelvin Cato,PF,29,HOU,69,67,1743,5.0,11.3,.447,0.0,0.0,,5.0,11.3,.447,3.0,4.5,.676,4.8,10.0,14.8,2.3,1.6,3.0,2.6,6.4,13.1,,101,95,catoke01
77,Tyson Chandler,PF,21,CHI,35,8,782,4.5,10.5,.424,0.0,0.1,.000,4.5,10.5,.427,5.3,7.9,.669,5.5,12.5,18.0,1.5,1.1,2.9,2.5,5.8,14.2,,104,99,chandty01
78,Calbert Cheaney,SF,32,GSW,79,7,2067,7.2,14.9,.481,0.0,0.3,.000,7.2,14.7,.489,1.2,2.0,.610,2.0,4.7,6.7,3.5,1.6,0.3,2.2,4.8,15.6,,100,106,cheanca01
79,Doug Christie,SG,33,SAC,82,82,2780,5.9,12.8,.461,0.9,2.6,.345,5.0,10.2,.491,2.8,3.2,.860,1.3,4.8,6.1,6.5,2.8,0.8,2.9,3.5,15.5,,107,104,chrisdo01
80,Keon Clark,PF,28,UTA,2,0,27,4.1,12.3,.333,0.0,0.0,,4.1,12.3,.333,0.0,0.0,,2.1,12.3,14.4,2.1,2.1,0.0,0.0,2.1,8.2,,91,100,clarkke01
81,Speedy Claxton,PG,25,GSW,60,29,1595,7.5,17.6,.427,0.1,0.7,.182,7.4,16.8,.438,6.1,7.5,.813,1.3,4.0,5.2,8.9,3.3,0.3,3.4,4.9,21.3,,107,103,claxtsp01
82,Mateen Cleaves,PG,26,CLE,4,2,92,4.0,13.2,.304,0.0,0.6,.000,4.0,12.6,.318,0.6,1.1,.500,0.6,3.4,4.0,10.9,2.3,1.1,2.9,7.5,8.6,,82,105,cleavma01
83,Derrick Coleman,C,36,PHI,34,30,843,6.9,16.8,.413,0.5,2.3,.222,6.4,14.4,.444,3.2,4.2,.754,2.9,9.5,12.4,3.0,1.5,1.7,3.7,5.1,17.5,,91,100,colemde01
84,Bimbo Coles,PG,35,MIA,22,1,170,3.9,10.9,.353,0.0,0.0,,3.9,10.9,.353,1.3,1.9,.667,0.6,2.6,3.2,4.8,1.0,0.0,2.9,8.7,9.0,,79,107,colesbi01
85,Jason Collier,C,26,ATL,20,16,545,7.7,16.0,.479,0.1,0.4,.250,7.6,15.6,.484,6.5,8.2,.788,3.5,7.3,10.8,1.6,1.1,1.1,3.0,6.9,21.9,,109,107,collija02
86,Jarron Collins,C,25,UTA,81,31,1732,4.7,9.4,.498,0.0,0.0,.000,4.7,9.4,.500,6.0,8.4,.718,3.7,6.4,10.1,2.5,0.8,0.6,2.5,8.2,15.4,,115,106,collija03
87,Jason Collins,C,25,NJN,78,78,2220,3.9,9.3,.424,0.0,0.0,.000,3.9,9.2,.427,3.3,4.4,.739,3.5,6.2,9.7,3.7,1.6,1.4,2.3,6.1,11.2,,102,99,collija04
88,Brian Cook,C,23,LAL,35,2,442,7.9,16.6,.475,0.0,0.6,.000,7.9,16.0,.493,2.5,3.3,.750,3.6,8.2,11.9,2.4,1.9,1.9,2.0,7.5,18.2,,104,99,cookbr01
89,Omar Cook,PG,22,POR,17,0,139,2.8,10.8,.259,0.0,0.4,.000,2.8,10.4,.269,0.0,0.0,,1.2,1.2,2.4,9.6,4.0,0.0,4.0,5.6,5.6,,71,105,cookom01
